"gvkey","tic","conm","prccq"
31519,"AUY","YAMANA GOLD INC",2.43
31521,"INTL","INTL FCSTONE INC",37.76
31564,"ACIW","ACI WORLDWIDE INC",22.37
31587,"DLTR","DOLLAR TREE INC",82.77
31593,"FWVB","FIRST WEST VIRGINIA BANCORP",20.5
31602,"MJDLF","MAJOR DRILLING GRP INTL INC",7.57
31607,"NATI","NATIONAL INSTRUMENTS CORP",40.22
31617,"BIRDF","BIRD CONSTRUCTION INC",8.52
31629,"RDI","READING INTL INC  -CL A",16.13
31673,"ABC","AMERISOURCEBERGEN CORP",94.53
31674,"PCMI","PCM INC",18.75
31692,"MBFI","MB FINANCIAL INC/MD",44.04
31703,"GFED","GUARANTY FED BANCSHARES INC",20.23
31717,"IRS","IRSA INVERSIONES Y REPSTN SA",24.12
31718,"ATLO","AMES NATIONAL CORP",30.6
31744,"JXSB","JACKSONVILLE BANCORP INC/MD",31
31752,"CBZ","CBIZ INC",15
31764,"BMRC","BANK OF MARIN BANCORP",61.55
31775,"ISNS","IMAGE SENSING SYSTEMS INC",3.6
31843,"HLIT","HARMONIC INC",5.25
31846,"DRI","DARDEN RESTAURANTS INC",88.93
31887,"RMD","RESMED INC",77.87
31895,"BHB","BAR HARBOR BANKSHARES",30.82
60800,"SBGI","SINCLAIR BROADCAST GP  -CL A",32.9
60801,"SCKT","SOCKET MOBILE INC",4.07
60900,"DISH","DISH NETWORK CORP",62.76
60902,"HA","HAWAIIAN HOLDINGS INC",46.95
60911,"NHTC","NATURAL HEALTH TRENDS CORP",27.85
60914,"LSI","LIFE STORAGE INC",74.1
60923,"PLAY","DAVE & BUSTER'S ENTMT INC",64.01
60938,"NIDB","NORTHEAST INDIANA BANCORP",32.675
60953,"GTPS","GREAT AMERICAN BANCORP INC",29.25
60983,"AMRB","AMERICAN RIVER BANKSHARES",14.51
60990,"BNCC","BNCCORP INC",26.19
61004,"ACTG","ACACIA RESEARCH CORP",4.1
61055,"AUBN","AUBURN NATIONAL BANCORP",36.9395
61067,"CIB","BANCOLOMBIA SA",44.55
61077,"GVP","GSE SYSTEMS INC",3.1
61122,"DIT","AMCON DISTRIBUTING CO",105.5
61129,"RWT","REDWOOD TRUST INC",17.04
61155,"AAWW","ATLAS AIR WORLDWIDE HLDG INC",52.15
61163,"SHO","SUNSTONE HOTEL INVESTORS INC",16.12
61179,"KFRC","KFORCE INC",19.6
61181,"IART","INTEGRA LIFESCIENCES HLDGS",54.51
61188,"HPT","HOSPITALITY PROPERTIES TRUST",29.15
61192,"BREW","CRAFT BREW ALLIANCE INC",16.85
61214,"ASML","ASML HOLDING NV",130.31
61225,"3FETM","FENTURA FINANCIAL INC",18.25
61285,"BTN","BALLANTYNE STRONG INC",6.7
61302,"ACGL","ARCH CAPITAL GROUP LTD",93.29
61325,"MD","MEDNAX INC",60.37
61350,"CRAY","CRAY INC",18.4
61356,"NOVT","NOVANTA INC",36
61380,"ERIE","ERIE INDEMNITY CO  -CL A",125.07
61388,"RE","EVEREST RE GROUP LTD",254.59
61399,"MYGN","MYRIAD GENETICS INC",25.84
61406,"RNR","RENAISSANCERE HOLDINGS LTD",139.05
61409,"DO","DIAMOND OFFSHRE DRILLING INC",10.83
61418,"RICK","RCI HOSPITALITY HLDGS INC",23.84
61420,"POOL","POOL CORP",117.57
61439,"RSYS","RADISYS CORP",3.76
61440,"KKPNY","KONINKLIJKE KPN NV",3.195
61452,"BAP","CREDICORP LTD",179.39
61483,"DVA","DAVITA INC",64.76
61487,"BANR","BANNER CORP",56.51
61490,"OPK","OPKO HEALTH INC",6.58
61494,"HSIC","SCHEIN (HENRY) INC",183.02
61536,"PNTR","POINTER TELOCATION LTD",11.6
61544,"ASFI","ASTA FUNDING INC",8.1
61562,"AEIS","ADVANCED ENERGY INDS INC",64.69
61567,"EL","LAUDER (ESTEE) COS INC -CL A",95.98
61581,"SAM","BOSTON BEER INC  -CL A",132.15
61585,"FFIC","FLUSHING FINANCIAL CORP",28.19
61586,"IMH","IMPAC MORTGAGE HOLDINGS INC",15.13
61587,"IVAC","INTEVAC INC",11.1
61591,"NTAP","NETAPP INC",39.85
61600,"PRXL","PAREXEL INTERNATIONAL CORP",86.91
61616,"E","ENI SPA",30.06
61635,"NWPX","NORTHWEST PIPE CO",16.26
61676,"CTXS","CITRIX SYSTEMS INC",79.58
61685,"NUAN","NUANCE COMMUNICATIONS INC",17.41
61693,"HTLF","HEARTLAND FINANCIAL USA INC",47.1
61709,"SMID","SMITH-MIDLAND CORP",7.65
61732,"MSM","MSC INDUSTRIAL DIRECT  -CL A",83.94
61735,"SGU","STAR GROUP LP",10.84
61739,"HIG","HARTFORD FINANCIAL SERVICES",52.57
61743,"KFS","KINGSWAY FINANCIAL SVCS INC",6.05
61745,"IPXL","IMPAX LABORATORIES INC",16.1
61750,"NYMX","NYMOX PHARMACEUTICAL CORP",4.4
61759,"CLB","CORE LABORATORIES NV",101.27
61811,"SCCO","SOUTHERN COPPER CORP",34.63
61814,"BESIY","BESI-BE SEMICONDUCTOR INDS",53.321
61839,"APU","AMERIGAS PARTNERS  -LP",45.17
61870,"OTEX","OPEN TEXT CORP",31.54
61902,"NICE","NICE LTD",78.72
61955,"AGFMF","AGF MANAGEMENT LTD  -CL B",6.48
62123,"PBHC","PATHFINDER BANCORP INC",15.7
62139,"PLBC","PLUMAS BANCORP",21.3
62168,"IRIX","IRIDEX CORP",9.89
62169,"LNDC","LANDEC CORP",14
62221,"CMCO","COLUMBUS MCKINNON CORP",25.42
62263,"ALXN","ALEXION PHARMACEUTICALS INC",121.67
62266,"CSGS","CSG SYSTEMS INTL INC",40.58
62290,"REV","REVLON INC  -CL A",23.7
62315,"MLGF","MALAGA FINANCIAL CORP",26
62337,"IAG","IAMGOLD CORP",5.16
62365,"FNRN","FIRST NORTHN CMNTY BANCORP",11.95
62374,"IRM","IRON MOUNTAIN INC",34.36
62378,"HUBG","HUB GROUP INC  -CL A",38.35
62396,"IDT","IDT CORP",15.19
62475,"ABUS","ARBUTUS BIOPHARMA CORP",3.6
62494,"PRGX","PRGX GLOBAL INC",6.5
62498,"ELLO","ELLOMAY CAPITAL LTD",8.76
62516,"CENX","CENTURY ALUMINUM CO",15.58
62527,"3AMFC","AMB FINANCIAL CORP",17
62549,"KVHI","KVH INDUSTRIES INC",9.5
62553,"OCC","OPTICAL CABLE CORP",2.95
62575,"FFDF","FFD FINANCIAL CORP",39.15
62582,"ALJJ","ALJ REGIONAL HOLDINGS INC",3.2
62618,"CWCO","CONSOLIDATED WATER CO INC",12.4
62626,"EPM","EVOLUTION PETROLEUM CORP",8.1
62640,"LORL","LORAL SPACE & COMMUNICATIONS",41.55
62646,"CWBC","COMMUNITY WEST BANCSHARES",10.1
62654,"SASR","SANDY SPRING BANCORP INC",40.66
62655,"DF","DEAN FOODS CO",17
62686,"CRR","CARBO CERAMICS INC",6.85
62745,"JAKK","JAKKS PACIFIC INC",4
62755,"BSF","BEAR STATE FINANCIAL INC",9.46
62823,"FCN","FTI CONSULTING INC",34.96
62844,"GSH","GUANGSHEN RAILWAY CO LTD",24.86
62895,"PFBI","PREMIER FINANCIAL BANCORP",20.61
62919,"MFIN","MEDALLION FINANCIAL CORP",2.39
62921,"NBIX","NEUROCRINE BIOSCIENCES INC",46
62948,"EXAC","EXACTECH INC",29.8
62979,"SBSI","SOUTHSIDE BANCSHARES INC",34.94
63000,"RUSHA","RUSH ENTERPRISES INC",37.18
63005,"AVDL","AVADEL PHARMACEUTICALS -ADR",11.03
63018,"DTRK","DATATRAK INTERNATIONAL INC",8.5
63058,"SBFG","SB FINANCIAL GROUP INC",16.88
63080,"ANSS","ANSYS INC",121.68
63083,"ELGX","ENDOLOGIX INC",4.86
63099,"BVSN","BROADVISION INC",4.445
63120,"AXAHY","AXA SA",27.316
63123,"GWR","GENESEE & WYOMING INC  -CL A",68.39
63135,"DCOM","DIME COMMUNITY BANCSHARES",19.6
63165,"KTYB","KENTUCKY BANCSHARES INC",39.4
63169,"DASTY","DASSAULT SYSTEMS SA",89.522
63172,"FDS","FACTSET RESEARCH SYSTEMS INC",165.69
63178,"PROV","PROVIDENT FINANCIAL HOLDINGS",19.25
63185,"CHKP","CHECK POINT SOFTWARE TECHN",109.08
63186,"QGEN","QIAGEN NV",33.53
63197,"HWEN","HOME FINANCIAL BANCORP",7
63224,"CVCY","CENTRAL VALLEY CMNTY BANCORP",22.16
63232,"OCFC","OCEANFIRST FINANCIAL CORP",27.12
63272,"CPKF","CHESAPEAKE FINL SHARES INC",27
63288,"FFG","FBL FINANCIAL GROUP INC-CL A",61.5
63290,"PEGA","PEGASYSTEMS INC",58.35
63395,"HLAN","HEARTLAND BANCCORP",73.25
63402,"CHBH","CROGHAN BANCSHARES INC",46.5
63405,"GERN","GERON CORP",2.77
63422,"LAMR","LAMAR ADVERTISING CO  -CL A",73.57
63447,"GES","GUESS INC",11.16
63454,"AWRE","AWARE INC",5.15
63456,"CSV","CARRIAGE SERVICES INC",26.96
63476,"EGHSF","ENGHOUSE SYSTEMS LTD",59.85
63477,"BAESY","BAE SYSTEMS PLC",32.916
63501,"ETFC","E TRADE FINANCIAL CORP",38.03
63538,"SNBC","SUN BANCORP INC/NJ",24.65
63541,"MMAC","MMA CAPITAL MGMT LLC",22.85
63543,"SGB","SOUTHWEST GEORGIA FINL CORP",20.5
63590,"ILDBY","BANK OF IRELAND GROUP PLC",13.116
63593,"QEPC","QEP CO INC",26.32
63605,"CPN","CALPINE CORP",13.53
63643,"ANF","ABERCROMBIE & FITCH  -CL A",11.99
63645,"ENDP","ENDO INTERNATIONAL PLC",11.17
63667,"EDGW","EDGEWATER TECHNOLOGY INC",6.8
63708,"DVD","DOVER MOTORSPORTS INC",2.1
63718,"BXLC","BEXIL CORP",11
63721,"HFBK","HARFORD BANK ABERDEEN/MD",23.75
63724,"NCI","NAVIGANT CONSULTING INC",19.76
63739,"BJRI","BJ'S RESTAURANTS INC",37.25
63759,"SCRYY","SCOR SE",3.959
63763,"HIBB","HIBBETT SPORTS INC",26
63847,"PAG","PENSKE AUTOMOTIVE GROUP INC",43.91
63892,"NOV","NATIONAL OILWELL VARCO INC",32.94
63904,"CBD","CIA BRASILEIRA DE DISTRIB",19.55
63930,"DAVE","FAMOUS DAVES OF AMERICA INC",3.6
63936,"FFNM","FIRST FED NOR MICH BANCORP",8
63938,"SEAC","SEACHANGE INTERNATIONAL INC",2.52
63952,"HCHC","HC2 HOLDINGS INC",5.88
63986,"PLUS","EPLUS INC",74.1
64028,"NUS","NU SKIN ENTERPRISES  -CL A",62.84
64061,"FORR","FORRESTER RESEARCH INC",39.15
64063,"GEL","GENESIS ENERGY  -LP",31.73
64072,"PRBZF","PREMIUM BRANDS HLDGS CORP",93.04
64077,"CLOK","CIPHERLOC CORP",2.9
64091,"IDGBF","INDIGO BOOKS & MUSIC INC",15.51
64102,"SNAK","INVENTURE FOODS INC",4.31
64121,"HIHO","HIGHWAY HOLDINGS LTD",3.45
64135,"DEL","DELTIC TIMBER CORP",74.66
64166,"DGX","QUEST DIAGNOSTICS INC",111.16
64175,"LAD","LITHIA MOTORS INC  -CL A",94.23
64193,"EMCF","EMCLAIRE FINANCIAL CORP",27.875
64196,"HR.UN","H&R REAL ESTATE INVT TR",22.02
64223,"DXPE","DXP ENTERPRISES INC",34.5
64231,"HCFL","HOME CITY FINANCIAL CORP",25.7
64254,"SNHY","SUN HYDRAULICS CORP",42.67
64260,"LIFZF","LABRADOR IRON ORE ROYALTY CP",15.72
64275,"CALM","CAL-MAINE FOODS INC",37.2
64302,"NSP","INSPERITY INC",71
64306,"KRC","KILROY REALTY CORP",75.15
64327,"CERS","CERUS CORP",2.51
64336,"CEA","CHINA EASTERN AIRLINES CORP",30.6
64344,"MTN","VAIL RESORTS INC",197.66
64356,"CIEN","CIENA CORP",22.91
64389,"SLGN","SILGAN HOLDINGS INC",31.78
64410,"KMX","CARMAX INC",62.83
64488,"CLWT","EURO TECH HOLDINGS CO LTD",3.3
64492,"CMDXF","COMPUTER MODELLING GROUP LTD",10.18
64536,"EEFT","EURONET WORLDWIDE INC",87.37
64549,"CBI","CHICAGO BRIDGE & IRON CO",19.73
64552,"AMTD","TD AMERITRADE HOLDING CORP",42.99
64568,"GIFI","GULF ISLAND FABRICATION INC",11.6
64577,"ELP","COPEL-CIA PARANAENSE ENERGIA",7.34
64584,"FSBK","FIRST SOUTH BANCORP INC/VA",16.54
64625,"NPIFF","NORTHLAND POWER INC",23.1
64628,"SBNC","SOUTHERN BANCSHARES NC INC",2102
64637,"EMKR","EMCORE CORP",10.65
64655,"ANCUF","ALIMENTATION COUCHE-TARD INC",62.78
64686,"GBT.","BMTC GROUP INC",11.05
64690,"ALV","AUTOLIV INC",109.8
64692,"PPSF","PEOPLES-SIDNEY FINANCIAL CP",9
64699,"FBC","FLAGSTAR BANCORP INC",30.82
64745,"KNL","KNOLL INC",20.05
64766,"RMBS","RAMBUS INC",11.43
64768,"AMZN","AMAZON.COM INC",968
64784,"JFBC","JEFFERSONVILLE BANCORP",15.06
64803,"CDPYF","CANADIAN APT PPTYS REIT",33.57
64821,"ARE","ALEXANDRIA R E EQUITIES INC",120.47
64835,"RYAAY","RYANAIR HOLDINGS PLC",107.61
64848,"KMG","KMG CHEMICALS INC",52.55
64850,"REIS","REIS INC",21.25
64853,"QRVO","QORVO INC",63.32
64891,"RL","RALPH LAUREN CORP",73.8
64901,"MMS","MAXIMUS INC",62.63
64910,"EDPFY","EDP ENERGIAS DE PORTUGAL SA",32.654
64915,"INTT","INTEST CORP",6.65
64917,"NTL","NORTEL INVERSORA SA",31.23
64925,"BXP","BOSTON PROPERTIES INC",123.02
64929,"SLP","SIMULATIONS PLUS INC",12.2
64934,"GRIF","GRIFFIN INDUSTRIAL REALTY",31.09
64979,"PPBI","PACIFIC PREMIER BANCORP INC",36.9
64997,"FIX","COMFORT SYSTEMS USA INC",37.1
65003,"FRFC","FIRST ROBINSON FINANCIAL CP",40.09
65006,"HLX","HELIX ENERGY SOLUTIONS GROUP",5.64
65009,"AROC","ARCHROCK INC",11.4
65011,"HSKA","HESKA CORP",102.07
65021,"EGHT","8X8 INC",14.55
65050,"GLBZ","GLEN BURNIE BANCORP",10.51
65084,"CXW","CORECIVIC INC",27.58
65106,"OZRK","BANK OF THE OZARKS",46.87
65108,"JLL","JONES LANG LASALLE INC",125
65136,"PPBN","PINNACLE BANKSHARES CORP",27.95
65176,"EVBN","EVANS BANCORP INC",39.95
65189,"EDAP","EDAP TMS SA  -ADR",3.3
65220,"CRZO","CARRIZO OIL & GAS INC",17.42
65226,"QADA","QAD INC",30.2
65235,"DHIL","DIAMOND HILL INVESTMENT GRP",199.4
65248,"MT","ARCELORMITTAL",22.73
65275,"BFAM","BRIGHT HORIZONS FAMILY SOLTN",77.21
65290,"SLG","SL GREEN REALTY CORP",105.8
65343,"PSMT","PRICESMART INC",88.25
65365,"NICK","NICHOLAS FINANCIAL INC",9.2
65374,"OMEX","ODYSSEY MARINE EXPLORATION",3.6
65380,"ESLT","ELBIT SYSTEMS LTD",123.75
65399,"MTOR","MERITOR INC",16.61
65406,"PETS","PETMED EXPRESS INC",40.6
65421,"FARO","FARO TECHNOLOGIES INC",37.8
65430,"PLCE","CHILDRENS PLACE INC",114.8
65441,"MRETF","MARTINREA INTL INC",10.59
65460,"RDCM","RADCOM",19.35
65464,"AMEN","AMEN PROPERTIES INC",469.9
65467,"FCCY","1ST CONSTITUTION BANCORP",17.65
65500,"NAT","NORDIC AMERICAN TANKERS LTD",6.34
65532,"PCBK","PACIFIC CONTINENTAL CORP",25.55
65548,"CAC","CAMDEN NATIONAL CORP",42.91
65556,"NLY","ANNALY CAPITAL MANAGEMENT",12.05
65587,"NRCIA","NATIONAL RESEARCH CORP",26.9
65605,"RBA","RITCHIE BROS AUCTIONEERS INC",28.74
65607,"OSIS","OSI SYSTEMS INC",75.15
65609,"CHRW","C H ROBINSON WORLDWIDE INC",68.68
65613,"SAPIF","SAPUTO INC",41.25
65615,"CHH","CHOICE HOTELS INTL INC",64.25
65632,"MGRUF","MORGUARD REAL ESTATE INVT TR",14.51
65640,"IRET","INVESTORS REAL ESTATE TRUST",5.91
65662,"CHL","CHINA MOBILE LTD",53.09
65671,"DRQ","DRIL-QUIP INC",48.8
65675,"CUI","CUI GLOBAL INC",3.84
65689,"MBWM","MERCANTILE BANK CORP",31.48
65702,"CWST","CASELLA WASTE SYS INC  -CL A",16.41
65710,"EPR","EPR PROPERTIES",71.87
65717,"LTS","LADENBURG THALMANN FINL SERV",2.44
65718,"GPI","GROUP 1 AUTOMOTIVE INC",63.32
65732,"CSU","CAPITAL SENIOR LIVING CORP",15.21
65744,"FTMNF","LUNDIN GOLD INC",5.5
65765,"CTIB","CTI INDUSTRIES CORP",5.68
65772,"MTD","METTLER-TOLEDO INTL INC",588.54
65796,"MOFG","MIDWESTONE FINANCIAL GROUP",33.89
65800,"CPFH","CAPITAL FINANCIAL HLDGS INC",1425
65831,"SAH","SONIC AUTOMOTIVE INC  -CL A",19.45
65872,"PGNX","PROGENICS PHARMACEUTICAL INC",6.79
65884,"SBBX","SUSSEX BANCORP",24.35
65886,"AMG","AFFILIATED MANAGERS GRP INC",165.86
65896,"GEOS","GEOSPACE TECHNOLOGIES CORP",13.83
65899,"RNWK","REALNETWORKS INC",4.33
65924,"3CSBB","CSB BANCORP INC/OH",30.6
65944,"DEPO","DEPOMED INC",10.74
65958,"CFFI","C&F FINANCIAL CORP",46.9
65967,"EVHC","ENVISION HEALTHCARE CORP",62.67
65986,"BB","BLACKBERRY LTD",10.57
65996,"ICPBF","INSCAPE CORP",4.05
66016,"INGR","INGREDION INC",119.21
66032,"POWI","POWER INTEGRATIONS INC",72.9
66042,"BRTX","BIORESTORATIVE THERAPIES INC",3
66085,"AI","ARLINGTON ASSET INVESTMENT",13.67
66155,"NWFL","NORWOOD FINANCIAL CORP",42.25
66158,"OVLY","OAK VALLEY BANCORP",13.9
66161,"OLBK","OLD LINE BANCSHARES INC",28.18
66201,"KISB","KISH BANCORP INC",54
66210,"LCNB","LCNB CORP",20
66235,"HOPE","HOPE BANCORP INC",18.65
66274,"PFHO","PACIFIC HEALTH CARE ORG INC",12.5
66277,"FCGYF","VERESEN INC",18.34
66281,"RAS","RAIT FINANCIAL TRUST",2.19
66285,"HFWA","HERITAGE FINANCIAL CORP",26.5
66288,"MPB","MID PENN BANCORP INC",27
66290,"SCS","STEELCASE INC",16.75
66301,"ACY","AEROCENTURY CORP",12.5575
66313,"OPOF","OLD POINT FINANCIAL CORP",32.88
66318,"PSYTF","PASON SYSTEMS INC",19.34
66319,"IPPLF","INTER PIPELINE LTD",25.4
66326,"DSGX","DESCARTES SYSTEMS GROUP INC",23.15
66355,"FXNC","FIRST NATIONAL CORP/VA",14.65
66366,"RMTI","ROCKWELL MEDICAL INC",7.93
66371,"IESC","IES HOLDINGS INC",18.15
66374,"CRME","CARDIOME PHARMA CORP",4.52
66376,"DRETF","DREAM OFFICE REAL EST INV TR",19.55
66379,"CECO","CAREER EDUCATION CORP",9.6
66393,"MRCY","MERCURY SYSTEMS INC",42.09
66394,"PFIS","PEOPLES FINANCIAL SERVICES",43.73
66431,"ATUSF","ALTIUS MINERALS CORP",12.07
66446,"PWR","QUANTA SERVICES INC",32.92
66453,"COFS","CHOICEONE FINANCIAL SERVICES",22.65
66496,"NUTR","NUTRACEUTICAL INTL CORP",41.65
66504,"CBAN","COLONY BANKCORP INC",13.7
66586,"CNXN","PC CONNECTION INC",27.06
66597,"FUSB","FIRST US BANCSHARES INC",11.22
66602,"CIX","COMPX INTERNATIONAL INC",15.205
66610,"BDMS","BIRNER DENTAL MGMT SVCS INC",13.5
66654,"ANH","ANWORTH MTG ASSET CORP",6.01
66697,"INO","INOVIO PHARMACEUTICALS INC",7.84
66731,"FII","FEDERATED INVESTORS INC",28.25
100075,"RENX","RELX NV",20.68
100080,"BAYRY","BAYER AG",129.11
100095,"BZLFY","BUNZL PLC",29.72
100103,"DLAKY","DEUTSCHE LUFTHANSA AG",22.726
100243,"AMCRY","AMCOR LTD",49.735
100245,"ATEYY","ADVANTEST CORP",17.106
100338,"RELX","RELX PLC",21.9
100363,"AMEZY.1","AMEC FOSTER WHEELER PLC",6.02
100418,"ESALY","EISAI CO LTD",55.224
100424,"JMHLY","JARDINE MATHESON HLDGS LTD",64.2
100477,"JHX","JAMES HARDIE INDUSTRIES PLC",15.77
100572,"PSO","PEARSON PLC",8.97
100581,"LRLCY","L'OREAL SA",41.607
100590,"EONGY","E.ON SE",9.407
100609,"CTTAY","CONTINENTAL AG",43.101
100644,"FERGY","FERGUSON PLC",6.345
100760,"KGFHY","KINGFISHER PLC",8.831
100873,"NLSN","NIELSEN HOLDINGS PLC",38.66
100953,"RWEOY","RWE AG",19.897
101020,"SEOAY","STORA ENSO OYJ",12.9
101088,"CKHUY","CK HUTCHISON HOLDINGS LTD",12.525
101202,"AIQUY","L'AIR LIQUIDE SA",24.682
101204,"SNY","SANOFI",47.91
101292,"PUBGY","PUBLICIS GROUPE SA",18.622
101310,"NVS","NOVARTIS AG",83.47
101317,"SNN","SMITH & NEPHEW PLC",34.85
101475,"AFLYY","AIR FRANCE - KLM",14.24
102089,"SDXAY","SODEXO",27.314
102345,"MXCYY","METSO OYJ",8.657
102450,"NTDOY","NINTENDO CO LTD",41.919
102696,"LOGI","LOGITECH INTERNATIONAL SA",36.66
103487,"SAP","SAP SE",104.67
104092,"INTHY","INTOUCH HOLDINGS PCL",6.624
104432,"NCLH","NORWEGIAN CRUISE LINE HLDGS",54.29
104598,"PKX","POSCO",62.59
104833,"HEINY","HEINEKEN NV",48.548
105089,"CX","CEMEX SAB DE CV",9.42
105239,"AETUF","ARC RESOURCES LTD",16.96
105301,"ARFCF","ALARMFORCE INDUSTRIES INC",10.79
105365,"AMT","AMERICAN TOWER CORP",132.32
105517,"BADFF","BADGER DAYLIGHTING LTD",26.62
105538,"BSRR","SIERRA BANCORP/CA",24.55
105547,"BCS.PD","BARCLAYS BANK PLC",26.59
105579,"BCI.","NEW LOOK VISION GROUP INC",30.5
105595,"BBL","BHP BILLITON GROUP (GBR)",30.76
105632,"BRLXF","BORALEX INC",21.96
105661,"KL","KIRKLAND LAKE GOLD LTD",12.27
105670,"BRKL","BROOKLINE BANCORP INC",14.6
105728,"CWYUF","SMARTCENTRES REIT",32.12
105755,"CRXIF","CANADIAN REAL ESTATE INVT TR",45.87
105911,"CLKFF","CLARKE INC",11.16
105936,"COLM","COLUMBIA SPORTSWEAR CO",58.06
106112,"NGD","NEW GOLD INC",3.18
106156,"PEYUF","PEYTO EXPLORATION & DEVELPMT",23.52
106179,"NRIFF","NUVO PHARMACEUTICALS INC",4.3
106203,"SA","SEABRIDGE GOLD INC",13.95
106281,"ENDTF","CANOE EIT INCOME FUND",11.91
106373,"FMBM","F & M BANK CORP",29.2
106404,"FBSS","FAUQUIER BANKSHARES INC",19.0001
106464,"FQVLF","FIRST QUANTUM MINERALS LTD",10.97
106528,"FRHLF","FREEHOLD ROYALTIES LTD",13.05
106660,"MTYFF","MTY FOOD GROUP INC",47.82
106709,"GCGMF","GREAT CANADIAN GAMING CORP",23.88
106808,"BIOYF","BIOSYENT INC",8.22
106815,"HLTOY","OTE - HELLENIC TELECOM ORG",6.011
106846,"3HLFN","HOME LOAN FINANCIAL CORP",27.5
106853,"HFBC","HOPFED BANCORP INC",14.334
107098,"FSM","FORTUNA SILVER MINES INC",4.89
107154,"KLDX","KLONDEX MINES LTD",3.37
107245,"EXK","ENDEAVOUR SILVER CORP",3.05
107325,"MCBC","MACATAWA BANK CORP",9.54
107446,"NTWK","NETSOL TECHNOLOGIES INC",3.95
107559,"CNNEF","CANACOL ENERGY LTD",4.29
107629,"3NODB","NORTH DALLAS BANK & TRUST CO",71.35
107643,"NWYF","NORTHWAY FINANCIAL INC",27.7
107644,"3NWIN","NORTHWEST IND BANCORP",40.5
107710,"OR","OSISKO GOLD ROYALTIES",15.85
107751,"PISEF","PACIFIC INSIGHT ELECTRONICS",9.77
107781,"HBM","HUDBAY MINERALS INC",5.75
107817,"PGC","PEAPACK-GLADSTONE FINL CORP",31.29
107853,"PTORF","SPARTAN ENERGY CORP",6.15
108071,"RIOCF","RIOCAN REIT",24.07
108218,"PPEHF","PURE TECHNOLOGIES LTD",4.89
108297,"LUNMF","LUNDIN MINING CORP",5.69
108349,"PHXHF","PHX ENERGY SERVICES CORP",2.35
108592,"CLKXF","TWC ENTERPRISES LTD",12.99
108768,"AG","FIRST MAJESTIC SILVER CORP",8.31
108804,"EDVMF","ENDEAVOUR MINING CORP",22.38
108979,"FGBI","FIRST GUARANTY BANCSHARES",27.24
109079,"RLH","RED LION HOTELS CORP",7.35
109084,"OME","OMEGA PROTEIN CORP",17.9
109183,"PFBC","PREFERRED BANK LOS ANGELES",53.47
109599,"HTBK","HERITAGE COMMERCE CORP",13.78
109621,"LBAI","LAKELAND BANCORP INC",18.85
109826,"MANH","MANHATTAN ASSOCIATES INC",48.06
109919,"CRAI","CRA INTERNATIONAL INC",36.32
109926,"LHO","LASALLE HOTEL PROPERTIES",29.8
109981,"SFDL","SECURITY FEDERAL CORP",29.55
110039,"AMKR","AMKOR TECHNOLOGY INC",9.77
110065,"IPCC","INFINITY PROPERTY & CAS CORP",94
110243,"FGFH","FORESIGHT FINANCIAL GROUP",30.15
110250,"SMMF","SUMMIT FINANCIAL GROUP INC",22
110359,"FIZN","FIRST CITIZENS BANCSHRS INC",46.5
110529,"EVOL","EVOLVING SYSTEMS INC",5.15
110566,"IOSP","INNOSPEC INC",65.55
110620,"ICLR","ICON PLC",97.79
110685,"LLL","L3 TECHNOLOGIES INC",167.08
110760,"AXTI","AXT INC",6.35
110804,"NEFF","NEFF CORP",19
110940,"CZBC","CITIZENS BANCORP/OR",14.7
110979,"CATC","CAMBRIDGE BANCORP",67.25
111000,"HCKT","HACKETT GROUP INC",15.5
111003,"MDPCF","MADISON PACIFIC PPTYS INC",3.2
111103,"HZO","MARINEMAX INC",19.55
111179,"HWBK","HAWTHORN BANCSHARES INC",20.95
111282,"CNRD","CONRAD INDUSTRIES INC",17.47
111486,"GIL","GILDAN ACTIVEWEAR INC",30.73
111491,"SCOO","SCHOOL SPECIALTY INC",118.25
111527,"CZBT","CITIZENS BANCORP VA INC",22.5
111534,"MSTR","MICROSTRATEGY INC",191.67
111640,"CBKM","CONSUMERS BANCORP INC",19
111721,"EGBN","EAGLE BANCORP INC/MD",63.3
111779,"COBZ","COBIZ FINANCIAL INC",17.4
111819,"ORRF","ORRSTOWN FINANCIAL SVCS INC",22.85
111864,"CTSH","COGNIZANT TECH SOLUTIONS",66.4
111872,"PBCO","PEOPLES BK COMM MEDFORD/OR",12.5
111873,"RH","RH",47.97
111880,"DOX","AMDOCS",64.46
111940,"FNLC","FIRST BANCORP INC/ME",27.06
112111,"CSGP","COSTAR GROUP INC",263.6
112112,"BOCH","BANK OF COMMERCE HOLDINGS",11.05
112116,"PNLYY","POSTNL NV",4.661
112158,"CLS","CELESTICA INC",13.58
112168,"RSG","REPUBLIC SERVICES INC",63.73
112254,"PFBX","PEOPLES FINANCIAL CORP/MS",13.75
112295,"FCCO","FIRST COMMUNITY CORP/SC",21
112542,"HBIA","HILLS BANCORPORATION",54.35
112572,"FMAO","FARMERS & MERCHANTS BCP/OH",62
112652,"DMKBA","DENMARK BANCSHARES INC",18.908
112674,"IIBK","IDAHO INDEPENDENT BK COEUR",10.2
112721,"RBCAA","REPUBLIC BANCORP INC/KY",35.7
112759,"LEU","CENTRUS ENERGY CORP",4.23
112774,"ELON","ECHELON CORP",5.16
112819,"SMED","SHARPS COMPLIANCE CORP",4.23
